state_code,latitude,longitude,zip_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,hourly_mean,annual_mean,total_employees,labels
CA,37.39,-122.07,94041,Mountain View,Lexity,2009-08-01,2022-04-26,2009-09-01,2011-03-03,0.08,1.59,2.12,4,5,2,5700000,61.65,128220,128220,1
WA,47.68,-122.12,98052,Redmond,Smilebox,2000-08-28,2022-04-26,2006-02-01,2010-02-23,5.43,9.5,,,13,3,14000000,33.53,69746.25,69746,1
CA,37.54,-122.33,94403,San Mateo,B-hive Networks,2005-01-01,2022-04-26,2006-08-25,2006-08-25,1.65,1.65,,,4,2,7500000,48.78,101468.42,101468,1
NY,40.65,-73.95,11211,Brooklyn,Hot Potato,2009-01-01,2022-04-26,2009-11-25,2009-11-25,0.9,0.9,0.41,1.63,12,1,1420000,30.65,63740,63740,1
PA,40.25,-74.85,19067,Yardley,Three Screen Games,2009-01-01,2012-03-14,2009-10-07,2009-10-07,0.76,0.76,,,3,1,500000,25.77,53600,53600,0
CA,34.02,-118.49,90401,Santa Monica,ServiceMesh,2008-01-01,2022-04-26,2011-11-16,2011-11-16,3.88,3.88,3,5.83,9,1,15000000,61.65,128220,128220,1
CA,34.1,-118.33,90028,Hollywood,Help Me Rent Magazine,2010-01-01,2012-05-01,2010-08-01,2010-08-01,0.58,0.58,,,13,1,500000,40.15,83515,83515,0
CA,37.87,-122.27,94710,Berkeley,MOG,2005-06-01,2022-04-26,2006-05-04,2010-02-26,0.92,4.74,0.67,7.77,12,7,24900000,27.5,57190,57190,1
NY,40.74,-74,10011,New York,Oyster.com,2008-03-01,2022-04-26,2008-03-01,2012-10-11,0,4.62,3.29,5.27,15,4,23400000,20.33,42280,42280,1
NY,40.73,-74,10012,New York,StyleTrek,2010-02-01,2012-01-01,2010-02-01,2010-02-01,0,0,0.33,0.33,2,1,1500000,44.08,91690,91690,0
CA,32.99,-117.08,92128,San Diego,Sequoia Communications,2000-01-01,2011-01-01,2004-11-09,2009-06-02,4.86,9.42,,,3,7,74000000,47.64,99100,99100,0
CA,37.37,-122.04,94089,Sunnyvale,FlashSoft,2009-11-25,2022-04-26,2011-06-28,2011-06-28,1.59,1.59,1.19,2.55,6,1,3000000,48.78,101468.42,101468,1
CA,33.55,-117.68,92677,Laguna Niguel,Symwave,2001-01-01,2022-04-26,2007-07-18,2009-08-06,6.55,8.6,5,5,4,3,26200000,47.64,99100,99100,1
CA,37.4,-122.05,94043,Mountain View,Clearwell Systems,2004-12-06,2011-05-19,2006-04-04,2007-08-22,1.33,2.71,4.37,6.46,6,2,29000000,48.78,101468.42,101468,1
CA,42.57,-71.32,1862,North Billerica,SemEquip,2000-01-01,2022-04-26,2005-08-04,2005-08-04,5.59,5.59,,,3,1,26000000,55.43,115300,115300,1
CA,37.49,-122.23,94063,Redwood City,CubeTree,2008-01-01,2022-04-26,2008-02-01,2009-11-02,0.08,1.84,1.42,2.34,3,3,11500000,61.65,128220,128220,1
CA,37.79,-122.4,94105,San Francisco,Songbird,2006-02-01,2013-06-28,2006-10-02,2010-01-27,0.67,3.99,5.08,7.37,27,3,11015719,32.57,67750,67750,0
CA,37.78,-122.42,94103,San Francisco,SimpleGeo,2009-05-01,2022-04-26,2009-11-10,2010-05-18,0.53,1.05,1.3,3.38,30,3,9807367,49.91,103816.66,103817,1
CA,37.39,-122.07,94041,Mountain View,TouristEye,2010-02-01,2022-04-26,2010-02-01,2012-11-06,0,2.76,1.16,1.16,4,3,475000,22.35,46470,46470,1
NY,40.73,-73.99,10005,New York,Oberon Media,2003-01-01,2022-04-26,2008-10-06,2010-11-10,5.77,7.86,9.26,9.26,16,2,36000000,38.47,80030,80030,1
CA,37.66,-121.87,94588,Pleasanton,Arroyo Video Solutions,2002-01-01,2022-04-26,2005-03-02,2005-03-02,3.17,3.17,,,4,1,12000000,40.82,84910,84910,1
CA,37.45,-122.16,94301,Palo Alto,Particle Code,2010-05-01,2022-04-26,2010-06-30,2010-06-30,0.16,0.16,1.48,1.48,3,1,3000000,48.78,101468.42,101468,1
IN,39.91,-86.08,46250,Indianapolis,Vontoo,2005-01-01,2012-10-31,2009-02-17,2011-02-24,4.13,6.15,5.57,6.11,10,2,2192000,29.16,60655,60655,0
CA,37.55,-122.32,94608,Emeryville,Quantivo,2005-01-01,2022-04-26,2008-01-09,2009-12-16,3.02,4.96,6.58,6.68,11,2,9400000,47.99,99812.73,99813,1
CA,37.43,-122.1,94043,Mountain View,Crossing Automation,2003-01-01,2022-04-26,2008-05-05,2010-03-23,5.35,7.23,,,2,4,13045000,47.64,99100,99100,1
CA,37.56,-122.3,94402,San Mateo,Yield Software,2007-01-01,2022-04-26,2008-06-04,2008-06-04,1.42,1.42,1,1,7,1,6000000,49.91,103816.66,103817,1
PA,40.04,-76.31,17603,Lancaster,FlyCast,2006-01-01,2013-01-01,2008-01-01,2009-07-22,2,3.56,4.57,4.57,3,2,2100000,25.63,53300,53300,0
WA,39.78,-100.45,98104,Seattle,Off & Away,2009-12-01,2022-04-26,2010-05-03,2010-10-21,0.42,0.89,0.08,1.86,3,2,3250000,26.42,54950,54950,1
CA,37.4,-121.89,95131,San Jose,CypherMax,2000-01-01,2012-09-10,2006-07-27,2007-02-25,6.57,7.16,,,1,3,148000000,38.38,79840,79840,0
CA,34.19,-118.88,91360,Thousand Oaks,Nexsan,2000-01-01,2022-04-26,2003-12-01,2009-04-18,3.92,9.3,10.75,10.75,10,2,24500000,38.38,79840,79840,1
NY,40.78,-73.98,10001,New York,Producteev,2008-07-08,2022-04-26,2008-07-15,2010-02-01,0.02,1.57,2.48,4.87,12,3,1310000,44.28,92095.55,92096,1
NY,40.76,-73.99,10036,New York,SpinTheCam,2010-02-12,2012-02-17,2010-01-01,2010-01-01,-0.12,-0.12,0.05,0.05,1,1,150000,38.47,80030,80030,0
CA,39.78,-100.45,94063,Redwood City,NebuAd,2006-01-01,2009-05-20,2007-07-01,2007-09-01,1.5,1.67,0,7.52,2,2,30150000,49.91,103816.66,103817,0
CA,37.78,-122.41,94103,San Francisco,DanceJam,2007-04-01,2011-01-01,2007-05-01,2008-02-01,0.08,0.84,0,4.18,4,2,4500000,40.82,84910,84910,0
CA,37.57,-122.27,94404,Foster City,Right90,2003-01-01,2022-04-26,2005-02-28,2008-09-23,2.16,5.73,5,5,5,3,22000000,48.78,101468.42,101468,1
CA,37.78,-122.42,94107,San Francisco,SocialMedia.com,2007-01-01,2022-04-26,2007-09-01,2009-01-29,0.67,2.08,3.03,4.29,23,3,10000000,49.91,103816.66,103817,1
CA,37.32,-122.05,95014,Cupertino,XtremIO,2009-01-01,2022-04-26,2009-11-11,2011-12-05,0.86,2.93,3,3,4,3,19000000,61.65,128220,128220,1
CA,37.37,-122.04,94086,Sunnyvale,Level 5 Networks,2002-01-01,2022-04-26,2005-06-20,2005-06-20,3.47,3.47,2,2,3,1,30000000,47.64,99100,99100,1
CA,34.11,-118.02,91006,Arcadia,Siimpel Corporation,2000-01-01,2022-04-26,2005-11-11,2009-12-16,5.87,9.96,8.17,8.17,7,6,53818873,38.38,79840,79840,1
CA,39.78,-100.45,92130,San Diego,Aragon Pharmaceuticals,2009-01-01,2022-04-26,2009-05-27,2012-10-04,0.4,3.76,3,3,15,4,122000000,45.62,94894,94894,1
CA,37.67,-122.39,94005,Brisbane,Tercica,2002-01-01,2022-04-26,2005-10-14,2007-07-06,3.79,5.51,,,11,2,83000000,45.62,94894,94894,1
NY,40.74,-73.99,10003,New York,Robotgalaxy,2006-01-01,2012-12-09,2007-01-01,2008-09-16,1,2.71,,,1,2,12000000,38.47,80030,80030,0
CA,37.37,-122.04,94085,Sunnyvale,PasswordBank,2008-01-01,2022-04-26,2008-03-01,2009-07-01,0.16,1.5,3.16,5.55,6,2,3500000,48.78,101468.42,101468,1
CA,37.43,-122.13,94306,Palo Alto,SnapTell,2006-01-01,2022-04-26,2007-06-07,2007-06-07,1.43,1.43,2.35,3.46,5,1,4000000,48.78,101468.42,101468,1
CA,33.88,-117.73,92887,Yorba Linda,Gigi Hill,2009-01-01,2013-07-16,2011-06-15,2012-08-08,2.45,3.6,,,9,2,4000000,23.46,48800,48800,0
CA,37.41,-122.02,94089,Sunnyvale,CloudShield Technologies,2000-01-01,2022-04-26,2005-10-28,2007-09-17,5.83,7.72,10.01,10.01,11,2,25000000,48.78,101468.42,101468,1
NY,40.74,-74,10011,New York,Instinctiv,2007-08-01,2022-04-26,2008-06-01,2011-05-05,0.84,3.76,0.9,0.9,5,3,1420698,33.07,68780,68780,1
CA,37.25,-121.97,95008,Campbell,Anchor Bay Technologies,2001-10-01,2022-04-26,2003-05-16,2007-01-29,1.62,5.33,-3.75,-3.75,5,2,10000000,47.64,99100,99100,1
CA,37.44,-122.16,94301,Palo Alto,Waze,2007-01-01,2022-04-26,2008-03-01,2011-10-18,1.16,4.8,2.33,6.9,18,3,67000000,31.1,64683.75,64684,1
CA,37.51,-122.25,94070,San Carlos,Aster Data Systems,2005-07-01,2022-04-26,2005-11-01,2010-09-22,0.34,5.23,4.17,5.72,13,4,53000000,47.99,99812.73,99813,1
CA,34.05,-118.44,90024,Los Angeles,Diversion,2010-05-01,2012-06-01,2010-10-18,2011-07-22,0.47,1.22,0,1.22,5,2,300000,40.82,84910,84910,0
CA,37.44,-122.16,94301,Palo Alto,Codesion,2002-01-01,2022-04-26,2007-09-01,2010-07-01,5.67,8.5,6.75,8.09,4,3,1400000,48.78,101468.42,101468,1
WA,47.63,-122.17,98005,Bellevue,Action Engine,2000-02-01,2022-04-26,2000-05-01,2007-07-01,0.25,7.42,3.92,10.92,9,5,58200000,32.03,66610,66610,1
CA,34.01,-118.49,94301,Palo Alto,Mytopia,2007-01-01,2022-04-26,2008-01-01,2009-03-01,1,2.16,4.36,5.33,10,2,3500000,40.82,84910,84910,1
AZ,33.41,-111.91,85284,Tempe,Andigilog,1996-01-01,2012-07-08,2007-02-20,2007-02-20,11.15,11.15,,,0,1,18000000,47.23,98240,98240,0
CA,37.37,-122.04,94085,Sunnyvale,BARRX Medical,2003-01-01,2022-04-26,2010-07-14,2010-07-14,7.54,7.54,7.01,7.01,6,1,15000000,42.67,88753.02,88753,1
CA,37.38,-122,95051,Santa Clara,Power Analog Microelectronics,2004-01-01,2012-09-18,2007-12-01,2007-12-01,3.92,3.92,,,2,2,12000000,38.38,79840,79840,0
CA,33.16,-117.35,92008,Carlsbad,WiLinx,2003-01-01,2012-01-04,2007-01-10,2007-01-10,4.03,4.03,,,0,1,15000000,47.64,99100,99100,0
CA,37.78,-122.42,94111,San Francisco,Cohuman,2009-10-09,2022-04-26,2009-09-09,2011-01-01,-0.08,1.23,0.32,1.3,4,2,1400000,61.65,128220,128220,1
CA,37.56,-122.29,94404,San Mateo,M-Factor,2003-01-01,2022-04-26,2007-06-14,2009-02-10,4.45,6.12,6.59,6.59,3,2,10100000,48.78,101468.42,101468,1
CA,37.35,-121.99,95051,Santa Clara,Athena Design Systems,2003-01-01,2012-01-01,2007-01-29,2007-01-29,4.08,4.08,,,0,1,4000000,48.78,101468.42,101468,0
CA,37.55,-122.29,94403,San Mateo,Servo Software,2008-01-01,2022-04-26,2009-12-15,2009-12-15,1.96,1.96,1.96,2,11,1,3011408,48.78,101468.42,101468,1
CA,37.55,-122.31,94402,San Mateo,Levanta,1998-01-01,2008-05-09,2007-09-23,2007-09-23,9.73,9.73,6,6,2,1,8000000,48.78,101468.42,101468,0
CA,37.57,-122.32,94401,San Mateo,EdgeSpring,2010-07-01,2022-04-26,2010-07-01,2013-05-17,0,2.88,2.34,2.34,15,2,12700000,47.99,99812.73,99813,1
CA,33.83,-118.32,90501,Torrance,DotSpots,2007-09-01,2012-04-15,2007-09-01,2007-09-01,0,0,0.33,3.22,5,1,300000,39.32,81790,81790,0
CA,33.62,-111.89,90291,Santa Monica,Republic Project,2008-08-01,2022-04-26,2012-09-01,2012-09-01,4.09,4.09,4.67,5.19,13,1,1000000,49.91,103816.66,103817,1
RI,41.82,-71.41,2903,Providence,"MoveableCode, Inc.",2010-01-01,2012-01-14,2009-01-01,2012-04-01,-1,2.25,1.75,1.75,3,2,350000,30.63,63700,63700,0
CA,37.78,-122.42,94107,San Francisco,Opzi,2010-05-01,2013-07-01,2010-01-01,2010-09-01,-0.33,0.34,0.41,0.87,5,2,1015000,40.82,84910,84910,0
IL,41.92,-87.69,60647,Chicago,Where I've Been,2007-06-08,2022-04-26,2008-03-15,2010-04-15,0.77,2.85,-0.43,2.85,3,2,1750000,20.05,41700,41700,1
CA,37.44,-122.16,94301,Palo Alto,ScaleIO,2011-01-01,2022-04-26,2012-12-04,2012-12-04,1.93,1.93,1.67,2.47,1,1,12000000,48.78,101468.42,101468,1
CA,37.76,-122.42,94110,San Francisco,WeAre.Us,2007-12-01,2012-04-23,2008-08-01,2008-08-01,0.67,0.67,-0.92,0.86,7,1,50000,49.91,103816.66,103817,0
CA,37.38,-121.96,95054,Santa Clara,Kickfire,2006-01-01,2010-06-17,2008-07-31,2008-07-31,2.58,2.58,3,4.61,4,1,20000000,48.78,101468.42,101468,0
TX,30.27,-97.78,78746,Austin,"LifeSize, a Division of Logitech",2003-01-01,2022-04-26,2005-12-19,2006-09-18,2.97,3.72,6.97,8.33,16,2,42500000,33.52,69717.5,69718,1
CA,33.92,-118.4,90245,"El Segundo,",CHiL Semiconductor,2006-01-01,2022-04-26,2006-01-01,2008-05-07,0,2.35,0,5.16,7,3,22487000,47.64,99100,99100,1
CA,37.56,-122.29,94404,San Mateo,Aptana,2007-01-01,2022-04-26,2009-07-14,2009-07-14,2.53,2.53,-1.25,4.05,3,1,7800000,48.78,101468.42,101468,1
NJ,40.71,-74.96,8827,Hampton,Enpirion,2001-01-01,2022-04-26,2004-12-21,2011-03-31,3.97,10.25,3,3,8,4,59000000,57.76,120140,120140,1
ID,43.49,-112.04,83402,Idaho Falls,RFinity,2008-10-01,2013-06-01,2011-02-01,2011-02-01,2.34,2.34,0.58,2.37,5,1,4000000,24.37,50690,50690,0
CA,37.78,-122.39,94107,San Francisco,Arch Rock Corporation,2005-01-01,2022-04-26,2005-10-01,2007-05-02,0.75,2.33,2,2,6,2,15000000,48.78,101468.42,101468,1
CA,37.78,-122.42,94105,San Francisco,Topsy Labs,2007-01-15,2022-04-26,2008-01-01,2012-10-01,0.96,5.72,6.04,6.88,18,6,35200000,47.99,99812.73,99813,1
MA,42.5,-71.2,1803,Burlington,Digit Wireless,2000-01-01,2012-01-01,2005-03-14,2008-02-11,5.2,8.12,8.01,8.01,2,2,10000000,38.12,79290,79290,0
CA,37.43,-122.14,94025,Menlo Park,Silver Tail Systems,2008-01-08,2022-04-26,2008-09-26,2011-09-22,0.72,3.71,0.54,3.63,11,3,22100000,47.99,99812.73,99813,1
MA,42.49,-71.43,1720,Acton,Tatara Systems,2001-01-01,2022-04-26,2004-01-20,2010-06-22,3.05,9.48,1,1,4,5,33000000,32.33,67240,67240,1
CA,37.4,-122.05,94303,Mountain View,Reliant Technologies,2001-01-01,2022-04-26,2007-04-19,2007-04-19,6.3,6.3,6,6,9,1,15000000,45.62,94894,94894,1
CA,37.26,-121.96,95008,Campbell,Atrua Technologies,2000-01-01,2022-04-26,2006-12-07,2009-02-25,6.94,9.16,6.01,6.01,6,3,13000000,32.57,67750,67750,1
CA,37.29,-121.93,95008,Campbell,Casabi,2004-01-01,2022-04-26,2005-12-19,2007-03-12,1.97,3.19,2.25,2.25,5,2,12800000,32.57,67750,67750,1
NY,40.74,-74,10011,New York,Peek & Co,2007-11-01,2013-02-22,2008-01-01,2011-08-12,0.17,3.78,3.84,6.12,6,2,626096,33.07,68780,68780,0
MA,42.38,-71.11,2139,Cambridge,Bluefin Labs,2008-06-01,2022-04-26,2008-04-01,2012-01-24,-0.17,3.65,4.15,4.68,12,4,20350000,43.65,90794.55,90795,1
CA,37.4,-121.94,95134,San Jose,C2 Microsystems,2004-01-01,2012-11-05,2009-10-12,2009-10-12,5.78,5.78,2,2,1,1,10000000,38.38,79840,79840,0
CA,35.97,-115.12,95066,Scotts Valley,Multigig,2003-01-01,2022-04-26,2008-05-12,2010-12-22,5.36,7.98,5.25,5.25,5,3,37891054,47.64,99100,99100,1
CA,32.83,-117.26,92037,La Jolla,Ortiva Wireless,2004-01-01,2022-04-26,2005-02-01,2011-10-04,1.09,7.76,6.88,6.88,9,5,40000000,32.57,67750,67750,1
CA,34.05,-118.25,90245,El Segundo,Sometrics,2007-09-01,2022-04-26,2008-05-14,2009-10-16,0.7,2.13,2.4,4.05,10,3,5550000,40.82,84910,84910,1
CA,37.79,-122.4,94107,San Francisco,Kima Labs,2010-01-01,2022-04-26,2010-08-01,2010-08-01,0.58,0.58,0,2.13,3,1,770000,32.57,67750,67750,1
TX,32.96,-96.83,75001,Addison,Chronicity,2006-09-01,2012-04-01,2006-10-10,2011-05-26,0.11,4.73,,,0,4,19550000,46.02,95730,95730,0
CA,33.57,-117.71,92656,Aliso Viejo,Gaikai,2008-11-01,2022-04-26,2010-01-05,2011-07-20,1.18,2.72,2.52,3.67,21,3,45039999,40.82,84910,84910,1
OR,45.52,-122.67,97224,Portland,Max-Viz,2001-01-01,2022-04-26,2008-01-01,2008-01-01,7,7,7.67,7.67,3,1,3000000,37.68,78380,78380,1
CA,37.5,-122.26,94085,Sunnyvale,Cotendo,2008-01-01,2022-04-26,2008-01-01,2011-06-15,0,3.45,2.02,3.98,9,4,36000000,48.78,101468.42,101468,1
CA,37.38,-121.98,95054,Santa Clara,Provigent,2000-01-01,2022-04-26,2006-06-07,2008-12-29,6.44,9,10.01,10.01,10,3,32000000,47.64,99100,99100,1
AR,34.75,-92.29,72201,Little Rock,JavaJobs,1997-01-01,2012-11-03,2006-10-01,2006-10-01,9.75,9.75,9.75,9.75,1,1,50000,34.55,71860,71860,0
MA,42.38,-71.11,2142,Cambridge,Locu,2011-01-01,2022-04-26,2011-09-07,2012-04-23,0.68,1.31,0.33,2.59,5,2,4600000,45.25,94116.66,94117,1
MA,42.39,-71.27,2451,Waltham,dynaTrace software,2005-01-01,2022-04-26,2007-02-15,2011-01-07,2.12,6.02,2,6.51,5,3,21900000,45.78,95215.79,95216,1
NY,40.73,-73.99,10010,New York,Socialbomb,2008-06-05,2022-04-26,2008-12-01,2008-12-01,0.49,0.49,1.18,1.18,6,1,240000,38.47,80030,80030,1
CA,32.94,-117.24,92130,San Diego,Imagine Communications,2005-01-01,2022-04-26,2005-01-01,2010-04-20,0,5.3,5,5,17,4,34700000,48.78,101468.42,101468,1
IL,41.81,-88.07,60188,Lisle,Univa UD,2004-05-10,2022-04-26,2005-08-01,2010-03-23,1.23,5.87,3.65,6.7,4,4,33000000,40.75,84754.73,84755,1
NY,40.79,-73.97,10013,New York,Tutorspree,2010-09-01,2013-09-08,2011-12-20,2013-02-18,1.3,2.47,0,2.47,3,2,1800000,32.99,68621.82,68622,0
CO,40.02,-105.28,80302,Boulder,OneRiot,2006-01-01,2022-04-26,2006-01-01,2009-08-27,0,3.65,3.15,5.31,14,3,27300000,49.98,103960,103960,1
CA,37.32,-122.05,95014,Cupertino,ArcSight,2000-01-01,2022-04-26,2000-01-01,2006-06-30,0,6.5,0.34,10.01,24,3,26914000,48.78,101468.42,101468,1
CA,37.35,-121.99,95051,Santa Clara,AGEIA Technologies,2002-01-01,2022-04-26,2005-10-03,2005-10-03,3.76,3.76,,,1,1,27500000,47.64,99100,99100,1
CA,37.34,-121.89,95110,San Jose,Broadway Networks,2006-01-01,2011-01-01,2010-01-13,2010-01-13,4.04,4.04,-7.01,-7.01,3,1,954000,39.32,81790,81790,0
CA,59.34,18.06,95054,Santa Clara,Xelerated,2000-01-01,2022-04-26,2005-04-20,2008-08-14,5.3,8.62,,,4,3,53000000,47.64,99100,99100,1
NY,40.73,-73.99,10003,New York,Xtify Inc.,2009-04-01,2022-04-26,2010-05-01,2012-02-07,1.08,2.85,1.61,4.51,9,2,5686383,33.07,68780,68780,1
CA,37.66,-122.4,94080,South San Francisco,Limerick BioPharma,2004-01-01,2013-06-01,2008-06-11,2012-01-30,4.45,8.08,6.59,6.59,4,6,49008830,45.62,94894,94894,0
CA,37.78,-122.4,94107,San Francisco,iSkoot,2005-04-22,2022-04-26,2006-11-29,2008-11-07,1.61,3.55,,,10,3,32200000,32.57,67750,67750,1
NY,40.75,-73.99,10001,New York,Panvidea,2007-01-01,2022-04-26,2010-03-19,2010-03-19,3.21,3.21,3,4.62,5,1,2700000,38.47,80030,80030,1
WI,43.09,-89.52,53562,Middleton,Sway,2004-12-03,2012-12-02,2010-01-19,2010-01-19,5.13,5.13,3.16,8.51,6,1,2000000,40.7,84646.66,84647,0
NY,40.74,-73.98,10018,New York,TRAFFIQ,2006-09-06,2022-04-26,2006-09-06,2010-08-10,0,3.93,2.92,5.73,16,3,18000000,57.19,118953.34,118953,1
WA,47.8,-122.2,98021,Bothell,Dexterra,2000-01-01,2022-04-26,2005-08-17,2008-10-02,5.63,8.76,8.5,8.76,9,5,122500000,32.03,66610,66610,1
CA,37.74,-122.38,94107,San Francisco,CoTweet,2009-01-01,2022-04-26,2009-07-09,2009-07-09,0.52,0.52,0.58,4.53,9,1,1100000,49.91,103816.66,103817,1
CA,37.41,-122.02,94089,Sunnyvale,Paracor Medical,1999-01-01,2012-06-17,2007-06-29,2007-06-29,8.5,8.5,9.01,9.01,5,1,44000000,45.62,94894,94894,0
CA,37.56,-122.29,94404,San Francisco,Causata,2009-01-01,2022-04-26,2009-10-05,2011-11-01,0.76,2.83,0.76,3.84,12,2,15500000,48.78,101468.42,101468,1